recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
3,1,104.0,0,1,0,0,1,1,0
2,2,231.27,0,1,0,1,1,0,0
2,0,50.37,1,0,0,0,1,0,0
9,1,189.33,1,0,0,1,1,0,0
1,3,368.01,0,1,0,0,2,0,0
1,2,331.21,1,0,2,1,1,0,0
2,1,186.51,0,1,1,0,1,0,0
9,3,433.89,0,1,2,0,1,0,0
8,0,90.62,1,0,0,0,1,0,0
7,0,29.99,1,0,1,0,1,1,0
2,0,44.37,0,1,1,0,2,0,0
1,4,539.96,0,1,1,1,2,1,0
3,0,43.0,1,0,0,0,1,0,0
10,1,145.73,0,1,0,1,1,0,0
3,0,80.86,1,0,2,1,1,0,0
9,4,646.2,1,0,0,1,1,1,0
1,4,585.22,1,0,0,1,1,1,0
2,2,202.92,0,1,1,0,1,0,0
7,0,78.57,1,0,0,1,2,1,0
1,4,735.63,1,0,2,1,1,1,0
9,1,162.44,1,0,0,0,2,1,0
10,2,226.15,0,1,1,1,0,0,0
10,0,29.99,1,0,0,0,2,1,0
9,1,179.43,0,1,0,0,2,1,0
6,4,549.78,1,0,1,1,2,0,0
9,0,34.72,0,1,1,1,1,0,0
1,0,61.08,0,1,2,0,2,1,1
1,0,92.29,0,1,2,1,1,0,1
4,2,316.87,0,1,0,1,2,0,0
2,1,189.02,0,1,0,1,1,0,0
2,2,210.51,0,1,0,0,1,0,1
9,2,301.15,1,1,1,0,1,0,1
9,1,127.38,1,0,1,0,2,1,1
9,0,29.99,0,1,1,1,2,0,0
9,0,29.99,0,1,0,1,2,0,0
1,0,70.17,1,0,1,0,2,0,0
11,2,262.78,1,0,0,1,1,1,0
10,1,138.83,1,0,0,0,1,0,0
6,4,505.48,1,1,1,1,1,0,0
11,0,92.28,0,1,1,1,2,1,0
4,2,209.79,0,1,2,0,0,0,1
3,0,34.22,1,0,0,1,1,0,0
2,1,152.95,0,1,1,0,2,0,0
5,3,427.17,1,1,0,0,2,0,0
1,1,163.58,0,1,0,0,2,1,1
1,0,75.83,1,0,1,0,1,0,1
11,1,184.17,1,0,1,0,1,1,0
10,3,466.25,0,1,0,0,1,0,0
7,1,151.91,0,1,1,1,2,1,0
1,1,148.57,0,1,0,0,2,1,0
2,2,200.23,1,0,1,0,1,1,0
5,4,663.14,1,1,1,1,0,1,1
4,3,383.9,0,1,1,0,2,1,0
2,2,227.46,1,0,0,0,2,0,0
8,2,212.27,0,1,0,1,0,1,0
6,0,97.9,0,1,1,1,1,0,0
7,2,208.25,0,1,1,1,0,1,0
12,0,88.65,1,0,1,0,2,0,0
10,0,64.55,1,0,1,1,1,1,0
2,3,454.04,1,0,1,0,2,1,0
1,0,29.99,0,1,0,0,2,1,0
7,1,157.63,1,0,0,1,1,0,0
3,0,29.99,0,1,0,1,1,0,0
10,1,119.63,0,1,2,0,2,0,0
4,2,317.96,0,1,0,0,2,0,0
3,1,138.44,1,0,0,1,1,1,0
4,1,186.97,1,0,0,1,2,0,0
5,2,226.84,0,1,1,1,0,0,0
3,3,351.2,1,0,1,0,0,1,0
2,3,458.41,0,1,1,0,0,0,0
5,1,135.64,1,0,0,0,2,0,0
10,1,127.29,0,1,0,1,1,0,0
9,1,158.91,1,0,2,1,2,1,1
1,3,478.49,0,1,1,0,0,1,0
11,1,138.08,1,0,0,0,1,1,0
1,4,525.42,0,1,0,1,1,0,0
1,2,303.34,1,1,0,0,2,0,1
5,0,50.63,1,0,0,0,1,0,0
9,0,35.4,0,1,1,1,2,0,0
7,0,38.9,0,1,1,1,2,1,0
5,0,46.09,1,0,0,0,2,0,0
6,2,333.21,1,0,0,1,1,0,0
2,4,584.37,1,0,0,1,0,0,1
6,0,29.99,0,1,0,1,1,1,0
4,0,78.96,0,1,0,1,1,0,0
4,0,53.42,0,1,1,0,1,0,0
3,2,314.67,1,0,2,1,2,0,0
5,2,306.21,0,1,1,0,2,1,0
4,0,72.38,1,0,2,1,2,1,1
1,3,375.03,1,0,1,0,1,0,0
3,1,163.76,1,0,1,1,1,1,0
6,1,178.37,1,0,1,1,2,0,1
1,4,522.77,1,0,1,1,0,0,0
8,0,59.95,1,0,0,0,1,0,0
6,4,569.14,0,1,1,1,2,0,0
4,2,275.27,1,0,2,1,1,0,0
1,0,29.99,0,1,0,0,2,0,0
2,4,675.88,1,1,0,1,1,0,0
10,1,161.65,1,0,1,0,2,1,0
11,4,568.56,1,1,0,1,0,1,0
9,2,257.6,1,1,0,1,1,0,0
2,2,269.13,0,1,1,0,0,1,0
12,0,32.51,0,1,2,0,1,0,0
11,0,99.05,1,0,0,1,1,0,0
7,2,340.72,1,0,0,0,2,0,0
9,1,100.86,1,0,1,1,1,0,0
3,6,1118.27,1,1,1,1,0,1,0
2,2,214.95,0,1,2,1,2,1,0
11,1,143.91,0,1,1,0,1,1,0
10,6,1097.45,0,1,1,1,1,0,1
6,2,263.84,0,1,2,1,2,1,1
7,0,45.72,1,0,0,0,1,0,0
2,2,243.5,1,1,1,0,1,0,0
8,0,58.28,0,1,0,0,1,0,0
2,2,225.35,1,0,0,0,1,0,0
3,2,222.8,1,0,0,0,2,0,0
1,0,29.99,1,0,2,1,2,0,0
1,2,313.98,0,1,1,0,2,0,0
6,1,105.87,1,0,1,1,2,0,0
5,0,29.99,0,1,1,1,2,1,0
3,2,244.64,1,0,1,0,1,1,0
12,0,49.5,0,1,1,1,1,1,0
7,0,29.99,1,0,2,1,2,1,0
1,0,29.99,1,0,1,0,2,0,1
7,0,56.46,1,0,0,1,2,1,0
4,1,110.29,0,1,0,0,2,0,0
10,2,300.6,1,1,0,0,0,0,0
3,0,29.99,0,1,1,1,2,1,0
9,1,174.64,0,1,0,1,2,0,0
5,5,771.92,0,1,1,1,0,0,0
1,2,215.23,1,0,0,1,0,1,0
7,1,192.12,1,0,0,0,2,0,0
6,0,40.02,0,1,1,0,2,0,0
8,0,29.99,1,0,1,0,2,1,1
10,2,275.04,1,0,2,0,2,0,0
2,4,518.53,0,1,1,1,1,0,1
3,3,454.0,0,1,0,0,0,0,0
3,2,342.64,0,1,1,0,1,0,0
8,2,337.09,1,0,1,0,1,0,0
1,6,1311.69,1,1,1,1,0,1,0
1,5,817.36,1,1,0,1,1,1,1
10,2,246.4,1,0,0,0,1,1,0
1,3,406.33,0,1,1,0,2,0,0
11,0,98.05,0,1,1,1,2,0,0
1,1,186.69,1,0,1,0,1,1,0
1,0,29.99,0,1,1,0,2,0,1
8,0,29.99,1,0,1,1,2,0,0
1,4,586.52,1,0,2,1,0,0,0
8,2,286.25,0,1,0,1,0,1,0
10,0,89.45,1,0,1,1,2,0,0
8,1,194.81,1,0,0,1,2,1,1
10,0,33.57,1,0,0,0,1,0,0
9,1,140.33,1,0,2,1,1,1,0
1,3,382.15,0,1,0,0,1,0,1
5,0,63.2,0,1,2,0,1,0,0
10,1,148.23,0,1,0,1,1,0,0
3,1,123.2,1,0,0,1,1,0,0
1,3,485.53,1,0,0,0,2,1,0
1,3,398.71,1,0,2,0,2,1,0
9,0,46.56,1,0,1,0,2,0,1
9,0,29.99,0,1,1,0,1,0,0
1,1,162.82,1,0,1,0,1,0,1
2,6,2080.78,1,1,2,1,1,1,0
10,0,85.31,1,0,0,0,2,0,0
2,1,180.48,1,0,0,0,1,0,0
7,1,139.53,0,1,1,1,1,0,0
7,1,151.89,1,0,0,0,2,0,0
10,0,29.99,1,0,0,0,1,0,0
1,4,651.65,1,1,0,1,2,0,0
10,2,209.02,0,1,2,0,0,1,0
1,2,305.09,1,1,1,0,1,1,1
2,3,424.44,0,1,0,0,1,0,0
10,1,138.11,0,1,0,0,1,1,0
1,5,804.15,1,1,1,1,0,0,1
11,0,85.29,0,1,1,0,1,0,0
9,0,29.99,0,1,1,1,1,0,0
4,2,307.66,1,0,0,1,2,0,1
11,1,123.25,1,0,1,0,2,0,0
2,2,322.83,1,0,1,0,0,0,1
3,2,261.43,0,1,0,1,2,0,0
7,4,513.78,1,0,0,1,1,0,0
5,4,746.6,1,0,1,1,0,1,1
8,0,56.17,1,0,0,0,1,0,0
1,6,1486.31,1,1,1,1,1,1,1
1,1,143.84,0,1,2,1,1,0,0
10,0,82.14,0,1,2,0,2,0,1
9,0,29.99,0,1,1,1,2,0,0
9,1,152.55,0,1,2,1,1,0,0
5,1,145.36,1,0,2,1,2,0,1
9,2,314.36,0,1,0,0,1,0,0
3,3,390.34,1,0,0,0,2,0,0
12,4,618.13,1,1,0,1,1,0,0
6,0,29.99,0,1,2,1,1,0,0
6,0,29.99,0,1,0,0,1,0,0
6,0,54.41,0,1,0,1,1,1,0
9,4,718.97,0,1,2,1,0,0,0
6,1,154.16,1,0,1,0,2,0,0
9,1,157.41,0,1,0,0,2,0,0
6,0,56.14,0,1,1,1,2,1,0
7,0,77.94,1,0,1,1,2,0,0
1,2,335.08,0,1,0,0,1,1,0
5,0,29.99,0,1,2,1,2,0,0
10,1,110.84,1,0,1,0,1,0,0
10,2,312.03,0,1,2,0,2,0,0
5,2,258.91,0,1,0,1,2,0,1
2,1,101.67,1,0,1,1,2,0,0
2,4,741.29,1,1,0,1,1,0,0
1,1,114.68,1,0,2,0,2,0,0
3,0,82.25,1,0,1,0,1,1,0
7,0,29.99,0,1,0,0,2,0,0
8,0,37.74,0,1,1,1,1,0,0
5,1,153.22,0,1,0,0,1,0,0
5,4,582.36,0,1,1,1,0,0,0
7,0,29.99,1,0,0,1,1,0,0
7,0,46.51,1,0,2,1,2,1,0
2,5,964.89,1,0,1,1,1,0,0
5,2,207.31,1,0,0,0,1,1,0
3,1,187.74,0,1,0,0,1,0,0
4,0,99.39,1,0,1,0,1,0,0
3,0,29.99,1,0,1,0,1,1,0
2,1,198.17,0,1,0,0,1,1,0
7,2,213.26,1,1,0,1,1,0,0
12,1,159.93,1,0,0,0,1,0,0
3,0,70.91,0,1,0,1,2,0,0
4,1,173.48,0,1,0,1,1,0,0
8,2,287.06,0,1,0,0,1,1,1
9,1,173.88,0,1,1,0,1,0,1
9,3,428.99,1,0,0,0,0,0,0
8,3,492.53,1,1,2,1,1,0,0
2,5,784.22,1,0,2,1,0,0,0
1,0,81.12,0,1,0,0,2,0,1
2,0,29.99,0,1,0,1,2,0,0
11,0,59.11,1,0,1,1,2,1,0
1,1,156.33,0,1,1,1,1,0,0
2,0,64.26,1,0,0,0,1,0,0
2,5,836.65,1,1,1,1,1,1,0
3,0,39.37,0,1,1,1,1,0,0
10,0,56.6,1,0,0,0,1,0,0
7,2,221.71,0,1,2,1,2,1,0
6,0,29.99,1,0,0,1,1,1,0
5,2,320.43,1,1,1,0,2,1,0
4,2,222.32,1,1,1,1,2,1,1
1,2,249.24,0,1,0,1,0,0,0
10,3,398.03,1,0,1,0,2,1,0
2,1,122.01,0,1,0,1,2,0,0
3,1,105.08,1,0,2,0,1,0,0
2,0,61.34,1,0,2,1,2,0,0
11,0,87.52,0,1,1,0,1,1,0
6,2,343.82,1,0,0,0,2,0,1
1,5,767.3,1,1,1,1,1,0,1
1,2,283.63,0,1,1,1,1,0,0
9,0,29.99,0,1,1,0,1,1,0
4,1,116.37,1,0,0,0,2,0,0
10,1,175.21,0,1,0,0,2,1,0
11,0,82.57,1,0,1,0,1,0,1
2,4,725.51,1,0,1,1,0,1,0
10,3,363.14,0,1,2,0,2,1,0
6,5,835.28,1,1,1,1,1,0,0
10,1,167.85,0,1,1,0,2,0,0
9,2,254.75,1,0,2,1,2,0,0
7,1,116.33,0,1,2,0,2,0,0
7,4,662.26,1,0,0,1,0,0,0
10,0,72.77,1,0,0,0,1,0,0
6,1,109.99,1,0,0,1,2,0,0
12,4,640.99,1,1,0,1,2,1,0
3,5,816.52,1,1,0,1,1,0,0
3,2,290.52,1,0,1,0,2,0,0
7,0,96.76,1,0,0,1,2,0,0
9,0,72.97,1,0,0,1,2,0,0
3,2,257.56,1,1,1,0,2,1,0
2,3,370.87,0,1,0,0,0,1,0
7,0,29.99,1,0,0,0,2,0,0
9,1,115.84,0,1,1,1,2,0,0
1,0,29.99,1,0,0,0,1,0,0
11,1,133.15,1,0,0,1,1,0,0
8,2,235.47,1,0,1,0,1,1,0
9,1,151.22,1,0,0,0,1,0,0
9,0,57.53,1,0,0,0,1,0,0
6,0,85.61,0,1,0,0,2,1,0
3,1,106.7,1,0,0,0,1,0,1
9,0,29.99,1,0,0,1,1,1,0
9,0,44.29,1,0,0,1,1,0,0
8,0,33.31,0,1,1,0,1,1,1
12,1,130.84,0,1,1,0,2,1,1
2,0,64.51,1,0,0,1,1,1,0
9,1,166.68,1,0,0,0,2,0,0
5,2,231.98,1,0,1,1,0,1,0
2,3,472.16,0,1,1,0,0,1,0
7,1,168.65,0,1,2,1,1,0,0
3,0,29.99,0,1,2,0,1,0,1
8,0,51.71,1,0,2,0,2,0,1
9,0,61.26,0,1,0,0,1,0,0
10,0,29.99,1,0,0,0,2,1,0
2,2,201.98,1,0,0,0,1,0,0
3,0,85.79,0,1,1,1,2,0,0
4,0,29.99,1,0,1,0,2,1,0
8,0,29.99,1,0,0,0,1,0,0
5,2,212.1,0,1,1,0,2,1,0
1,2,204.6,0,1,1,1,0,0,0
8,2,216.61,1,1,0,1,1,0,0
8,4,668.22,1,1,0,1,1,0,1
4,1,133.51,1,0,0,1,1,0,0
3,0,78.12,0,1,2,1,2,1,0
11,0,51.84,1,0,0,0,2,0,0
12,0,32.73,1,0,0,1,1,0,0
6,0,29.99,0,1,0,1,2,0,0
9,1,110.91,0,1,1,0,2,1,0
7,0,29.99,1,0,0,0,1,1,0
3,1,111.42,1,0,1,1,2,0,0
9,0,64.81,0,1,1,0,2,0,0
8,0,72.08,1,0,1,1,2,1,0
2,1,141.22,1,0,2,0,1,0,1
3,1,121.46,1,0,0,1,1,1,0
5,0,29.99,1,0,1,0,1,1,1
1,4,524.37,1,0,0,1,1,0,0
3,0,43.33,1,0,1,1,1,0,0
2,4,675.96,0,1,0,1,1,0,0
9,0,29.99,0,1,1,0,1,1,0
1,3,487.47,1,0,0,0,1,0,1
7,3,370.47,1,1,2,1,1,1,0
9,1,180.37,0,1,1,0,2,0,0
2,4,516.56,0,1,1,1,1,0,0
10,2,240.26,1,1,2,1,2,0,0
3,0,29.99,0,1,1,1,1,0,0
10,1,115.28,0,1,1,0,2,1,0
11,0,29.99,1,0,0,1,1,1,0
6,1,169.94,1,0,1,1,2,0,0
4,4,553.91,0,1,2,1,1,0,1
4,0,85.84,1,0,1,1,2,0,0
1,0,42.86,1,0,0,1,2,0,0
2,1,103.33,1,0,2,1,1,0,0
2,1,185.06,0,1,2,0,2,0,1
2,1,102.13,0,1,0,0,2,0,0
1,2,304.38,1,0,1,0,2,0,0
10,3,399.28,1,0,0,0,2,0,0
2,3,496.71,0,1,1,0,0,1,0
7,1,149.34,1,0,0,0,1,0,1
10,0,29.99,1,0,1,1,2,0,0
5,1,197.48,1,0,2,0,1,0,0
11,1,104.47,1,0,1,0,2,1,0
5,3,403.95,0,1,2,0,2,0,0
6,1,104.41,1,0,2,0,2,0,0
4,3,412.95,1,0,0,0,2,0,0
8,2,254.17,1,1,0,0,0,0,0
5,4,543.9,1,1,0,1,2,0,0
9,0,45.35,1,0,2,1,1,0,0
1,1,157.0,1,0,1,0,2,1,0
1,0,29.99,0,1,1,0,1,0,1
2,0,29.99,1,0,1,1,1,0,0
3,0,29.99,0,1,1,0,2,1,0
4,1,143.66,0,1,1,1,2,0,0
6,0,33.23,1,0,2,0,2,0,0
8,0,78.04,1,0,1,1,2,1,0
11,0,64.06,0,1,1,1,2,1,0
1,0,30.08,1,0,1,0,2,1,0
10,3,476.27,1,1,0,1,0,0,0
9,0,29.99,1,0,1,1,2,0,0
5,0,29.99,1,0,1,0,2,0,0
9,0,29.99,1,0,0,0,2,0,0
9,3,406.22,1,0,1,1,2,0,0
5,2,253.1,0,1,0,1,1,0,0
4,0,39.2,1,0,0,1,2,0,0
6,0,44.67,0,1,1,0,2,1,0
1,0,56.65,0,1,0,1,2,0,0
1,2,269.99,1,1,0,0,0,0,0
2,0,48.16,0,1,0,0,2,0,1
10,0,43.31,0,1,0,1,1,1,0
9,0,29.99,0,1,2,1,2,0,0
1,0,66.1,1,0,0,1,2,0,0
12,1,122.98,1,0,0,0,2,0,0
8,0,29.99,1,0,2,1,1,0,0
1,3,473.74,1,0,1,0,2,1,0
3,2,286.27,1,0,1,0,0,0,0
10,4,558.8,0,1,1,1,2,1,0
9,0,61.56,1,0,0,0,1,1,0
1,3,399.54,1,0,0,0,1,1,1
10,0,52.21,1,0,1,1,2,0,0
10,2,220.97,0,1,1,1,2,1,0
9,1,165.97,1,0,0,0,1,1,0
4,4,575.31,0,1,0,1,2,0,0
8,0,29.99,0,1,1,1,1,1,0
2,3,399.0,1,1,1,1,2,0,0
6,0,63.02,0,1,1,0,2,0,0
1,4,535.92,0,1,0,1,0,1,1
4,0,64.62,0,1,1,0,2,1,0
11,0,32.82,1,0,1,0,1,0,0
2,3,384.1,0,1,0,0,2,0,0
4,2,323.02,0,1,1,0,2,0,0
10,3,406.53,0,1,1,0,0,0,0
2,1,188.11,0,1,2,0,2,0,1
11,2,259.8,0,1,0,1,2,0,1
7,1,147.85,0,1,1,1,1,1,0
3,1,125.23,1,0,1,0,2,0,0
11,0,29.99,1,0,0,0,2,1,0
4,3,485.09,0,1,1,0,0,1,0
11,3,460.09,1,0,1,0,2,1,0
4,0,29.99,0,1,2,0,2,1,0
6,1,191.04,0,1,1,1,1,1,0
11,0,58.54,1,0,1,1,2,1,0
2,6,1451.17,1,1,1,1,0,0,0
1,3,449.17,0,1,0,0,0,0,0
2,1,126.66,0,1,1,1,1,0,0
3,1,171.32,0,1,1,0,1,0,0
6,0,29.99,0,1,0,1,1,0,0
7,4,638.44,1,1,2,1,2,0,0
9,4,700.65,1,1,2,1,1,1,1
5,1,132.61,1,0,2,0,2,0,0
2,3,414.86,1,1,2,0,1,1,0
11,1,134.41,1,0,1,1,1,0,0
1,2,330.34,1,0,1,1,2,1,0
10,2,202.56,0,1,0,0,1,0,0
1,1,126.18,0,1,0,0,1,0,0
3,2,263.14,1,1,2,0,2,0,0
1,4,553.55,0,1,0,1,1,0,0
9,0,59.89,1,0,1,0,2,0,0
5,0,29.99,0,1,0,1,2,1,0
5,0,52.26,1,0,0,1,2,1,0
12,5,800.37,0,1,0,1,0,1,0
6,1,139.65,0,1,1,0,1,0,0
3,1,138.75,1,0,1,1,2,1,0
9,0,29.99,1,0,1,0,1,0,1
1,1,187.79,0,1,0,1,1,0,0
10,1,147.16,1,0,2,1,2,1,0
2,0,29.99,1,0,1,0,1,0,0
10,0,93.7,0,1,1,0,1,0,1
9,2,265.62,0,1,1,0,0,1,0
9,1,122.37,1,0,0,1,1,1,0
9,0,63.35,0,1,0,1,2,0,0
2,6,1023.46,1,1,0,1,0,1,0
9,0,29.99,1,0,0,1,1,0,0
10,0,29.99,1,0,1,0,1,1,0
1,5,801.6,1,1,1,1,2,1,0
4,4,545.6,0,1,1,1,2,0,0
8,2,304.95,1,0,0,1,2,0,0
4,0,69.2,0,1,2,1,1,0,1
9,0,89.72,0,1,0,1,2,0,0
1,6,1015.08,1,1,1,1,0,1,0
10,0,29.99,0,1,1,1,1,0,0
2,1,188.36,1,0,1,1,1,1,0
3,3,431.62,0,1,0,0,0,0,0
6,2,218.62,1,0,0,0,2,0,0
1,4,712.91,1,0,1,1,1,0,0
2,0,47.65,0,1,1,0,2,0,0
4,0,80.76,1,0,0,0,2,0,0
10,2,310.4,0,1,2,0,2,0,0
6,2,288.79,1,1,1,0,2,0,1
7,2,316.41,1,1,1,1,0,0,1
2,1,126.49,0,1,0,0,2,0,0
10,1,101.85,0,1,0,0,2,1,0
10,3,397.69,1,0,1,0,1,0,1
5,0,60.68,0,1,0,1,1,1,0
11,2,267.12,0,1,1,1,1,0,0
12,1,135.5,1,0,0,0,1,0,0
1,0,36.69,0,1,0,1,2,0,0
10,3,350.01,1,0,1,1,2,0,0
1,5,828.72,1,0,0,1,2,1,0
2,1,132.39,1,0,1,0,2,0,0
1,1,114.49,0,1,1,1,2,0,0
7,0,29.99,1,0,2,1,2,0,0
10,1,162.53,1,0,0,1,1,1,1
1,5,792.15,1,1,1,1,1,0,1
6,1,159.36,0,1,2,1,2,1,0
1,0,74.61,1,0,0,1,2,0,0
12,1,183.55,1,0,0,0,1,1,1
2,3,413.32,1,0,1,0,2,0,0
1,2,336.38,0,1,0,0,2,0,0
8,0,63.58,1,0,1,1,1,1,0
10,2,240.93,0,1,0,0,1,1,0
1,0,69.74,1,0,0,1,2,1,1
1,3,482.49,1,0,1,0,1,0,0
3,2,249.32,1,1,1,0,1,0,1
11,0,74.27,0,1,1,1,2,0,0
4,2,220.2,0,1,0,0,2,0,0
4,2,328.09,0,1,0,0,1,1,0
8,1,183.18,1,0,2,0,1,0,0
4,0,29.99,0,1,2,1,2,0,0
5,0,29.99,0,1,2,1,2,1,0
3,0,86.68,1,0,1,1,2,0,0
1,0,99.98,0,1,0,0,2,0,0
10,2,212.24,0,1,1,1,1,1,0
2,2,326.2,1,0,0,1,1,0,1
2,3,477.1,1,0,2,1,2,1,0
6,0,99.24,0,1,0,1,1,1,0
10,2,291.45,1,0,0,0,2,1,1
2,1,121.43,0,1,1,0,1,0,1
8,3,396.3,1,0,1,0,2,1,0
9,2,231.01,1,0,1,1,0,0,0
3,5,820.13,1,1,2,1,2,0,0
7,0,47.31,0,1,0,0,1,1,0
4,0,83.73,1,0,0,0,2,1,0
6,6,1119.53,1,1,2,1,0,1,0
8,1,126.22,1,0,0,0,1,0,0
9,5,906.09,1,0,2,1,1,0,0
9,2,213.11,1,0,1,0,0,0,0
2,5,873.2,1,0,1,1,0,1,0
9,1,145.82,1,0,1,0,1,0,0
1,6,1019.82,1,1,2,1,1,1,0
4,0,42.13,0,1,1,1,1,0,0
4,0,59.03,0,1,0,0,2,0,1
2,0,50.27,1,0,1,1,2,0,0
2,0,29.99,0,1,0,0,2,0,0
2,2,253.4,0,1,1,0,0,1,0
2,3,369.12,1,0,1,1,2,1,1
12,0,29.99,0,1,0,1,2,0,0
2,2,255.71,1,0,1,0,1,0,0
2,0,29.99,0,1,1,0,1,1,0
5,0,79.67,0,1,1,0,1,1,1
8,3,454.83,1,0,1,0,2,0,1
1,2,235.41,1,0,1,1,2,1,0
8,2,203.51,1,0,0,0,1,1,0
10,2,348.22,0,1,0,0,0,0,0
10,2,325.42,0,1,0,1,0,0,0
6,1,101.77,1,0,2,1,1,0,0
5,0,60.65,1,0,0,0,2,0,0
3,2,216.25,1,0,0,0,2,0,0
11,1,120.57,1,0,0,1,1,0,0
6,2,310.36,0,1,1,0,2,0,0
1,5,788.12,1,0,1,1,0,0,0
6,0,88.39,1,0,1,1,2,1,0
11,0,29.99,1,0,1,0,2,0,1
7,2,259.23,1,0,1,0,1,0,0
2,0,35.47,1,0,1,0,2,0,0
2,1,184.96,0,1,0,1,2,0,1
12,0,29.99,1,0,0,1,1,0,0
1,1,116.22,0,1,1,0,1,1,1
1,2,230.03,0,1,1,0,1,0,0
1,1,166.13,1,0,0,1,2,1,0
3,2,236.74,1,1,2,0,1,0,1
10,2,301.01,0,1,0,0,1,0,1
11,0,81.14,1,0,0,0,1,0,0
10,1,190.31,0,1,0,0,2,0,0
6,4,721.22,1,0,1,1,0,0,0
1,0,60.03,1,0,0,0,2,1,0
8,0,68.6,0,1,2,1,2,1,0
4,0,64.6,0,1,1,1,2,1,0
7,0,41.62,1,0,2,0,2,0,0
10,0,29.99,0,1,1,0,2,0,0
8,0,55.49,0,1,2,1,1,0,0
9,0,29.99,1,0,2,1,2,1,0
5,1,126.21,1,0,0,0,1,1,0
6,0,43.49,0,1,1,1,1,0,0
10,0,29.99,0,1,2,1,1,0,0
1,5,982.75,0,1,0,1,0,0,0
5,4,587.16,0,1,0,1,1,0,0
9,0,90.93,0,1,2,1,1,0,0
1,2,303.56,1,1,0,0,2,1,0
12,0,29.99,0,1,1,1,1,0,0
1,0,29.99,1,0,2,0,2,0,0
9,0,35.89,1,0,1,0,1,0,0
10,0,29.99,1,0,1,0,2,1,0
1,1,159.32,1,0,1,1,2,0,0
6,2,218.35,0,1,0,1,2,0,0
10,0,68.35,1,0,2,0,1,0,0
8,1,187.69,1,0,0,0,2,1,0
9,0,74.16,1,0,0,1,2,0,0
1,4,564.71,1,0,0,1,1,1,1
11,3,484.49,1,0,0,0,2,0,0
3,1,143.19,0,1,1,1,1,0,0
4,1,105.79,0,1,0,1,2,1,1
11,0,45.84,1,0,0,1,2,0,1
1,5,801.32,0,1,1,1,1,1,1
10,0,89.7,1,0,0,0,2,0,0
1,4,660.76,0,1,2,1,0,1,1
6,0,87.81,0,1,1,0,1,1,0
3,0,29.99,0,1,0,0,2,0,0
3,3,368.18,0,1,0,0,2,1,0
3,3,396.42,1,0,0,0,2,0,1
1,5,819.96,0,1,0,1,2,0,0
1,3,385.47,0,1,1,0,2,0,0
9,2,211.61,0,1,1,0,1,0,0
7,0,48.47,1,0,2,1,1,0,1
2,6,1351.46,0,1,2,1,2,0,0
9,0,46.09,1,0,0,1,2,0,0
1,3,399.45,0,1,1,1,1,0,0
2,2,336.38,1,0,0,0,2,1,0
10,4,675.87,1,1,1,1,0,0,0
11,0,96.51,1,0,0,1,2,0,0
7,3,355.91,1,0,1,0,0,1,1
9,1,127.41,0,1,0,0,2,0,0
2,0,78.48,1,0,2,0,2,1,0
10,0,29.99,0,1,1,1,1,0,0
7,1,179.9,1,0,1,1,1,1,0
8,1,178.0,0,1,0,1,2,0,0
6,0,78.76,0,1,2,1,1,0,0
5,1,199.5,0,1,1,0,2,0,0
10,0,29.99,1,0,1,1,2,0,0
2,3,366.26,0,1,1,0,0,0,0
10,0,30.53,0,1,0,1,1,1,1
3,6,1234.86,1,1,2,1,2,0,0
6,5,788.76,1,0,0,1,0,0,1
4,2,227.31,0,1,1,0,0,1,0
4,2,219.68,0,1,0,0,2,0,1
7,4,614.57,1,0,1,1,2,0,0
7,1,136.37,0,1,1,0,2,0,0
1,3,383.7,0,1,1,0,2,0,0
2,5,978.6,1,1,0,1,0,0,0
11,2,212.04,1,0,1,0,2,1,0
6,2,288.62,0,1,0,0,0,0,1
9,0,73.92,0,1,1,0,2,1,0
4,0,29.99,0,1,1,0,2,0,0
4,3,476.91,1,0,2,0,0,1,0
9,0,29.99,1,0,0,0,1,0,0
1,0,29.99,1,0,1,0,2,0,1
10,0,29.99,0,1,1,0,1,0,0
1,0,29.99,1,0,2,1,1,0,0
3,0,64.43,1,0,1,1,1,0,0
1,0,96.4,1,0,2,1,1,0,1
2,0,29.99,0,1,1,0,1,0,0
11,1,150.37,0,1,0,0,2,1,0
6,2,231.34,0,1,1,0,1,0,0
6,6,1366.29,1,1,1,1,2,1,0
11,0,29.99,1,0,0,1,1,1,0
2,0,93.11,1,0,0,1,2,1,1
1,5,756.73,0,1,2,1,1,1,0
7,2,253.57,1,1,1,1,1,1,0
5,0,55.58,0,1,2,1,1,1,0
2,2,272.95,1,0,0,1,2,1,1
9,2,302.64,1,1,1,0,1,1,0
3,3,423.12,0,1,1,0,2,0,1
1,3,457.23,1,1,1,0,1,0,0
11,1,108.01,0,1,0,1,2,0,1
7,1,107.85,1,0,1,1,1,0,0
4,2,273.11,0,1,0,1,0,1,0
1,4,681.66,1,0,1,1,2,0,1
12,1,183.87,0,1,0,1,1,0,0
2,1,151.71,1,0,1,0,2,0,0
7,2,295.49,1,0,0,0,0,0,0
1,1,195.43,0,1,1,1,1,0,0
10,2,307.82,0,1,1,1,2,0,0
4,2,243.46,0,1,0,0,2,0,1
2,2,267.32,0,1,1,0,1,0,0
1,2,255.72,1,0,2,1,2,0,0
2,0,47.65,0,1,0,1,2,1,0
4,3,376.67,0,1,1,0,1,1,0
